は	42917	12399	Lo	OTHER
ト	42598	12488	Lo	OTHER
ス	42220	12473	Lo	OTHER
回	42190	22238	Lo	OTHER
て	41670	12390	Lo	OTHER
所	41568	25152	Lo	OTHER
面	41332	38754	Lo	OTHER
存	41173	23384	Lo	OTHER
动	40915	21160	Lo	OTHER
实	40802	23454	Lo	OTHER
示	40774	31034	Lo	OTHER
开	40702	24320	Lo	OTHER
С	40629	1057	Lu	OTHER
″	40130	8243	Po	OTHER
们	40028	20204	Lo	OTHER
는	39769	45716	Lo	OTHER
多	39738	22810	Lo	OTHER
ﺘ	39636	65176	Lo	OTHER
ﻣ	39581	65251	Lo	OTHER
信	39072	20449	Lo	OTHER
者	38647	32773	Lo	OTHER
间	38591	38388	Lo	OTHER
と	38526	12392	Lo	OTHER
μ	38496	956	Ll	GREEK
Â	38228	194	Lu	LATIN
地	38196	22320	Lo	OTHER
י	38104	1497	Lo	OTHER
た	38038	12383	Lo	OTHER
器	37737	22120	Lo	OTHER
τ	37724	964	Ll	GREEK
内	37685	20869	Lo	OTHER
±	37634	177	Sm	OTHER
č	37413	269	Ll	LATIN
В	37269	1042	Lu	OTHER
通	37211	36890	Lo	OTHER
最	37164	26368	Lo	OTHER
型	37089	22411	Lo	OTHER
目	37076	30446	Lo	OTHER
ž	37072	382	Ll	LATIN
现	37040	29616	Lo	OTHER
性	36937	24615	Lo	OTHER
﴿	36694	64831	Ps	OTHER
小	36653	23567	Lo	OTHER
值	36532	20540	Lo	OTHER
进	36521	36827	Lo	OTHER
﴾	36467	64830	Pe	OTHER
码	36462	30721	Lo	OTHER
应	36382	24212	Lo	OTHER
●	36100	9679	So	OTHER
하	35978	54616	Lo	OTHER
同	35823	21516	Lo	OTHER
Ú	35796	218	Lu	LATIN
ו	35552	1493	Lo	OTHER
日	35513	26085	Lo	OTHER
ι	35475	953	Ll	GREEK
が	35322	12364	Lo	OTHER
年	35160	24180	Lo	OTHER
你	35139	20320	Lo	OTHER
🙂	35044	128578	So	OTHER
ν	35010	957	Ll	GREEK
设	34980	35774	Lo	OTHER
代	34877	20195	Lo	OTHER
当	34832	24403	Lo	OTHER
═	34783	9552	So	OTHER
イ	34493	12452	Lo	OTHER
ю	34476	1102	Ll	OTHER
な	34457	12394	Lo	OTHER
Т	34189	1058	Lu	OTHER
化	34098	21270	Lo	OTHER
ٰ	33959	1648	Mn	ARABIC
务	33931	21153	Lo	OTHER
Р	33750	1056	Lu	OTHER
✓	33743	10003	So	OTHER
О	33698	1054	Lu	OTHER
息	33506	24687	Lo	OTHER
ε	33499	949	Ll	GREEK
에	33430	50640	Lo	OTHER
合	33389	21512	Lo	OTHER
户	33295	25143	Lo	OTHER
建	33246	24314	Lo	OTHER
参	33207	21442	Lo	OTHER
子	33160	23376	Lo	OTHER
更	33102	26356	Lo	OTHER
图	32984	22270	Lo	OTHER
国	32952	22269	Lo	OTHER
ł	32911	322	Ll	LATIN
ク	32776	12463	Lo	OTHER
请	32516	35831	Lo	OTHER
单	32431	21333	Lo	OTHER
量	32408	37327	Lo	OTHER
关	32400	20851	Lo	OTHER
ш	32074	1096	Ll	OTHER
部	32069	37096	Lo	OTHER
需	32002	38656	Lo	OTHER
模	31967	27169	Lo	OTHER
学	31724	23398	Lo	OTHER
ř	31606	345	Ll	LATIN
标	31300	26631	Lo	OTHER
ル	31292	12523	Lo	OTHER
ٱ	31073	1649	Lo	ARABIC
将	31036	23558	Lo	OTHER
提	30814	25552	Lo	OTHER
ھ	30636	1726	Lo	ARABIC
问	30585	38382	Lo	OTHER
ﻭ	30567	65261	Lo	OTHER
을	30520	51012	Lo	OTHER
−	30372	8722	Sm	OTHER
А	30328	1040	Lu	OTHER
配	30307	37197	Lo	OTHER
로	30226	47196	Lo	OTHER
也	30202	20063	Lo	OTHER
解	30198	35299	Lo	OTHER
列	30176	21015	Lo	OTHER
他	30158	20182	Lo	OTHER
指	30102	25351	Lo	OTHER
ﺮ	30092	65198	Lo	OTHER
ī	30054	299	Ll	LATIN
看	30023	30475	Lo	OTHER
其	29912	20854	Lo	OTHER
题	29819	39064	Lo	OTHER
😉	29493	128521	So	OTHER
↑	29155	8593	Sm	OTHER
ு	29063	3009	Mc	OTHER
れ	29062	12428	Lo	OTHER
를	28938	47484	Lo	OTHER
之	28861	20043	Lo	OTHER
ą	28810	261	Ll	LATIN
의	28448	51032	Lo	OTHER
П	28442	1055	Lu	OTHER
ć	28286	263	Ll	LATIN
结	28243	32467	Lo	OTHER
例	28242	20363	Lo	OTHER
得	28213	24471	Lo	OTHER
σ	28078	963	Ll	GREEK
获	28072	33719	Lo	OTHER
主	27814	20027	Lo	OTHER
组	27777	32452	Lo	OTHER
ﻠ	27651	65248	Lo	OTHER
制	27505	21046	Lo	OTHER
ﻮ	27350	65262	Lo	OTHER
ρ	27271	961	Ll	GREEK
ø	27226	248	Ll	LATIN
ה	27210	1492	Lo	OTHER
都	27189	37117	Lo	OTHER
த	27159	2980	Lo	OTHER
æ	27096	230	Ll	LATIN
重	27067	37325	Lo	OTHER
并	26931	24182	Lo	OTHER
가	26802	44032	Lo	OTHER
或	26720	25110	Lo	OTHER
λ	26685	955	Ll	GREEK
查	26508	26597	Lo	OTHER
щ	26488	1097	Ll	OTHER
系	26472	31995	Lo	OTHER
只	26352	21482	Lo	OTHER
ﻨ	26253	65256	Lo	OTHER
ě	26147	283	Ll	LATIN
ф	26075	1092	Ll	OTHER
？	26007	65311	Po	OTHER
位	25995	20301	Lo	OTHER
全	25978	20840	Lo	OTHER
ッ	25943	12483	Lo	OTHER
事	25755	20107	Lo	OTHER
机	25732	26426	Lo	OTHER
区	25616	21306	Lo	OTHER
该	25587	35813	Lo	OTHER
相	25384	30456	Lo	OTHER
½	25337	189	No	OTHER
么	25115	20040	Lo	OTHER
リ	25107	12522	Lo	OTHER
没	25100	27809	Lo	OTHER
次	24745	27425	Lo	OTHER
★	24646	9733	So	OTHER
ி	24636	3007	Mc	OTHER
否	24621	21542	Lo	OTHER
里	24564	37324	Lo	OTHER
ﻌ	24558	65228	Lo	OTHER
常	24496	24120	Lo	OTHER
ę	24450	281	Ll	LATIN
ﻳ	24441	65267	Lo	OTHER
体	24360	20307	Lo	OTHER
工	24054	24037	Lo	OTHER
Î	24031	206	Lu	LATIN
被	24005	34987	Lo	OTHER
明	23967	26126	Lo	OTHER
ý	23912	253	Ll	LATIN
序	23885	24207	Lo	OTHER
说	23877	35828	Lo	OTHER
录	23824	24405	Lo	OTHER
调	23764	35843	Lo	OTHER
网	23755	32593	Lo	OTHER
注	23750	27880	Lo	OTHER
├	23710	9500	So	OTHER
改	23678	25913	Lo	OTHER
选	23643	36873	Lo	OTHER
✅	23481	9989	So	OTHER
수	23423	49688	Lo	OTHER
ō	23413	333	Ll	LATIN
正	23412	27491	Lo	OTHER
而	23383	32780	Lo	OTHER
›	23380	8250	Pf	OTHER
与	23339	19982	Lo	OTHER
ﺪ	23295	65194	Lo	OTHER
容	23247	23481	Lo	OTHER
样	23217	26679	Lo	OTHER
等	23185	31561	Lo	OTHER
지	23158	51648	Lo	OTHER
ﻋ	23126	65227	Lo	OTHER
第	23122	31532	Lo	OTHER
ラ	23062	12521	Lo	OTHER
こ	23028	12371	Lo	OTHER
ۡ	22942	1761	Mn	ARABIC
计	22941	35745	Lo	OTHER
さ	22912	12373	Lo	OTHER
க	22863	2965	Lo	OTHER
✔	22858	10004	So	OTHER
求	22831	27714	Lo	OTHER
か	22796	12363	Lo	OTHER
认	22770	35748	Lo	OTHER
ा	22754	2366	Mc	OTHER
服	22731	26381	Lo	OTHER
タ	22669	12479	Lo	OTHER
象	22654	35937	Lo	OTHER
包	22468	21253	Lo	OTHER
한	22452	54620	Lo	OTHER
除	22425	38500	Lo	OTHER
ς	22413	962	Ll	GREEK
好	22336	22909	Lo	OTHER
√	22252	8730	Sm	OTHER
始	22242	22987	Lo	OTHER
义	22162	20041	Lo	OTHER
返	22158	36820	Lo	OTHER
高	22101	39640	Lo	OTHER
서	22077	49436	Lo	OTHER
′	22075	8242	Po	OTHER
Ø	21994	216	Lu	LATIN
―	21988	8213	Pd	OTHER
意	21963	24847	Lo	OTHER
此	21948	27492	Lo	OTHER
号	21905	21495	Lo	OTHER
变	21894	21464	Lo	OTHER
π	21868	960	Ll	GREEK
기	21837	44592	Lo	OTHER
Ђ	21814	1026	Lu	OTHER
算	21780	31639	Lo	OTHER
ﺗ	21761	65175	Lo	OTHER
ﺒ	21744	65170	Lo	OTHER
些	21741	20123	Lo	OTHER
ל	21684	1500	Lo	OTHER
Л	21629	1051	Lu	OTHER
情	21617	24773	Lo	OTHER
니	21606	45768	Lo	OTHER
κ	21536	954	Ll	GREEK
持	21486	25345	Lo	OTHER
́	21484	769	Mn	OTHER
口	21406	21475	Lo	OTHER
ﺑ	21315	65169	Lo	OTHER
无	21294	26080	Lo	OTHER
已	21199	24050	Lo	OTHER
然	21175	28982	Lo	OTHER
ﻲ	21082	65266	Lo	OTHER
支	21078	25903	Lo	OTHER
्	21076	2381	Mn	OTHER
统	21047	32479	Lo	OTHER
输	20970	36755	Lo	OTHER
功	20954	21151	Lo	OTHER
因	20935	22240	Lo	OTHER
ś	20814	347	Ll	LATIN
ר	20697	1512	Lo	OTHER
种	20664	31181	Lo	OTHER
ﺭ	20661	65197	Lo	OTHER
经	20628	32463	Lo	OTHER
	20544	27	Cc	OTHER
♥	20503	9829	So	OTHER
ﻷ	20498	65271	Lo	OTHER
试	20439	35797	Lo	OTHER
安	20407	23433	Lo	OTHER
则	20392	21017	Lo	OTHER
节	20372	33410	Lo	OTHER
ﻓ	20344	65235	Lo	OTHER
プ	20324	12503	Lo	OTHER
从	20111	20174	Lo	OTHER
项	20100	39033	Lo	OTHER
ð	20098	240	Ll	LATIN
线	20078	32447	Lo	OTHER
符	20065	31526	Lo	OTHER
保	20049	20445	Lo	OTHER
ம	20014	2990	Lo	OTHER
处	19961	22788	Lo	OTHER
ż	19903	380	Ll	LATIN
路	19830	36335	Lo	OTHER
基	19762	22522	Lo	OTHER
家	19757	23478	Lo	OTHER
集	19724	38598	Lo	OTHER
创	19714	21019	Lo	OTHER
ﺴ	19656	65204	Lo	OTHER
期	19608	26399	Lo	OTHER
态	19576	24577	Lo	OTHER
א	19529	1488	Lo	OTHER
り	19507	12426	Lo	OTHER
ド	19419	12489	Lo	OTHER
比	19409	27604	Lo	OTHER
元	19385	20803	Lo	OTHER
测	19384	27979	Lo	OTHER
月	19338	26376	Lo	OTHER
ő	19297	337	Ll	LATIN
源	19172	28304	Lo	OTHER
还	19116	36824	Lo	OTHER
原	18990	21407	Lo	OTHER
格	18937	26684	Lo	OTHER
任	18907	20219	Lo	OTHER
公	18866	20844	Lo	OTHER
版	18853	29256	Lo	OTHER
ă	18757	259	Ll	LATIN
但	18713	20294	Lo	OTHER
向	18688	21521	Lo	OTHER
市	18624	24066	Lo	OTHER
由	18534	30001	Lo	OTHER
ת	18513	1514	Lo	OTHER
编	18512	32534	Lo	OTHER
完	18476	23436	Lo	OTHER
页	18471	39029	Lo	OTHER
ū	18440	363	Ll	LATIN
端	18392	31471	Lo	OTHER
ﻻ	18313	65275	Lo	OTHER
µ	18305	181	Ll	OTHER
空	18286	31354	Lo	OTHER
复	18275	22797	Lo	OTHER
ர	18152	2992	Lo	OTHER
う	18086	12358	Lo	OTHER
外	18071	22806	Lo	OTHER
Д	18068	1044	Lu	OTHER
管	18001	31649	Lo	OTHER
写	17986	20889	Lo	OTHER
特	17965	29305	Lo	OTHER
ﻘ	17904	65240	Lo	OTHER
函	17902	20989	Lo	OTHER
מ	17865	1502	Lo	OTHER
ア	17841	12450	Lo	OTHER
η	17839	951	Ll	GREEK
ன	17699	2985	Lo	OTHER
天	17512	22825	Lo	OTHER
引	17495	24341	Lo	OTHER
스	17393	49828	Lo	OTHER
知	17332	30693	Lo	OTHER
构	17327	26500	Lo	OTHER
！	17269	65281	Po	OTHER
转	17267	36716	Lo	OTHER
β	17222	946	Ll	GREEK
修	17215	20462	Lo	OTHER
运	17177	36816	Lo	OTHER
必	17170	24517	Lo	OTHER
ப	17077	2986	Lo	OTHER
那	17074	37027	Lo	OTHER
段	17070	27573	Lo	OTHER
き	17035	12365	Lo	OTHER
载	17020	36733	Lo	OTHER
每	16995	27599	Lo	OTHER
사	16921	49324	Lo	OTHER
र	16910	2352	Lo	OTHER
何	16909	20309	Lo	OTHER
ら	16865	12425	Lo	OTHER
†	16835	8224	Po	OTHER
ב	16830	1489	Lo	OTHER
ɛ	16818	603	Ll	OTHER
گ	16815	1711	Lo	ARABIC
ா	16788	3006	Mc	OTHER
；	16698	65307	Po	OTHER
直	16678	30452	Lo	OTHER
力	16634	21147	Lo	OTHER
错	16628	38169	Lo	OTHER
它	16587	23427	Lo	OTHER
消	16542	28040	Lo	OTHER
很	16494	24456	Lo	OTHER
フ	16401	12501	Lo	OTHER
长	16399	38271	Lo	OTHER
ﻧ	16385	65255	Lo	OTHER
‚	16384	8218	Ps	OTHER
证	16359	35777	Lo	OTHER
传	16291	20256	Lo	OTHER
ש	16163	1513	Lo	OTHER
고	16085	44256	Lo	OTHER
去	16067	21435	Lo	OTHER
二	16014	20108	Lo	OTHER
자	15915	51088	Lo	OTHER
해	15905	54644	Lo	OTHER
Ñ	15885	209	Lu	LATIN
操	15882	25805	Lo	OTHER
К	15874	1050	Lu	OTHER
ﬁ	15859	64257	Ll	OTHER
三	15854	19977	Lo	OTHER
称	15811	31216	Lo	OTHER
ﺳ	15734	65203	Lo	OTHER
👍	15706	128077	So	OTHER
э	15705	1101	Ll	OTHER
Ô	15700	212	Lu	LATIN
业	15698	19994	Lo	OTHER
‑	15683	8209	Pd	OTHER
执	15587	25191	Lo	OTHER
υ	15571	965	Ll	GREEK
용	15568	50857	Lo	OTHER
平	15562	24179	Lo	OTHER
٬	15556	1644	Po	ARABIC
리	15532	47532	Lo	OTHER
道	15512	36947	Lo	OTHER
状	15508	29366	Lo	OTHER
手	15504	25163	Lo	OTHER
정	15450	51221	Lo	OTHER
어	15447	50612	Lo	OTHER
失	15432	22833	Lo	OTHER
ロ	15418	12525	Lo	OTHER
两	15413	20004	Lo	OTHER
属	15411	23646	Lo	OTHER
命	15304	21629	Lo	OTHER
❤	15283	10084	So	OTHER
起	15242	36215	Lo	OTHER
あ	15174	12354	Lo	OTHER
先	15071	20808	Lo	OTHER
ﷺ	15057	65018	Lo	OTHER
装	15040	35013	Lo	OTHER
心	15010	24515	Lo	OTHER
片	14991	29255	Lo	OTHER
收	14951	25910	Lo	OTHER
放	14947	25918	Lo	OTHER
있	14946	51080	Lo	OTHER
想	14875	24819	Lo	OTHER
交	14846	20132	Lo	OTHER
库	14842	24211	Lo	OTHER
コ	14821	12467	Lo	OTHER
权	14744	26435	Lo	OTHER
别	14744	21035	Lo	OTHER
级	14723	32423	Lo	OTHER
记	14713	35760	Lo	OTHER
■	14693	9632	So	OTHER
வ	14682	2997	Lo	OTHER
ﺩ	14674	65193	Lo	OTHER
